RegDt,ServerId,ChargerId,Length,MessageType,SequenceNumber,DataLength,MessagePending_type,MessagePending,RequireWatt_type,RequireWatt,WakeupInterval_type,WakeupInterval,ChargingFee_type,ChargingFee,ChargerNumber_type,ChargerNumber,Send,msgId
2021-09-07 07:47:00,00,D88039EC48E0,0015,1B,6C,11,12,1,17,3000000,13,00,28,    0,33,0378,S,327606545
2021-09-07 07:47:00,00,D88039EC48E0,0015,1B,FC,11,12,1,17,3000000,13,00,28,   65,33,0378,S,327606833
2021-09-07 07:48:00,00,D88039EC48E0,0015,1B,45,11,12,1,17,971055,13,00,28,  120,33,0378,S,327606976
2021-09-07 07:48:00,00,D88039EC48E0,0015,1B,FD,11,12,1,17,971055,13,00,28,  284,33,0378,S,327607347
2021-09-07 07:49:00,00,D88039EC48E0,0015,1B,AE,11,12,1,17,971055,13,00,28,  430,33,0378,S,327607695
2021-09-07 07:51:00,00,D88039EC48E0,0015,1B,3B,11,12,1,17,971055,13,00,28,  739,33,0378,S,327608492
2021-09-07 07:52:00,00,D88039EC48E0,0015,1B,E7,11,12,1,17,971049,13,00,28, 1048,33,0378,S,327609351
2021-09-07 07:53:00,00,D88039EC48E0,0015,1B,A6,11,12,1,17,971049,13,00,28, 1252,33,0378,S,327610246
2021-09-07 07:54:00,00,D88039EC48E0,0015,1B,C0,11,12,1,17,971053,13,00,28, 1357,33,0378,S,327610803
2021-09-07 07:55:00,00,D88039EC48E0,0015,1B,14,11,12,1,17,971053,13,00,28, 1480,33,0378,S,327611484
2021-09-07 08:17:00,00,D88039EC48E0,0015,1B,9E,11,12,1,17,3000000,13,00,28,    0,33,0378,S,327624029
2021-09-07 08:17:00,00,D88039EC48E0,0015,1B,34,11,12,1,17,3000000,13,00,28,   77,33,0378,S,327624326
2021-09-07 08:18:00,00,D88039EC48E0,0015,1B,9D,11,12,1,17,3000000,13,00,28,  179,33,0378,S,327624536
2021-09-07 08:18:00,00,D88039EC48E0,0015,1B,42,11,12,1,17,971068,13,00,28,  362,33,0378,S,327624868
2021-09-07 08:19:00,00,D88039EC48E0,0015,1B,B4,11,12,1,17,971068,13,00,28,  488,33,0378,S,327625095
2021-09-07 08:20:00,00,D88039EC48E0,0015,1B,C6,11,12,1,17,971068,13,00,28,  797,33,0378,S,327625643
2021-09-07 08:21:00,00,D88039EC48E0,0015,1B,04,11,12,1,17,971075,13,00,28, 1110,33,0378,S,327626277
2021-09-07 08:22:00,00,D88039EC48E0,0015,1B,34,11,12,1,17,971075,13,00,28, 1419,33,0378,S,327626885
2021-09-07 08:23:00,00,D88039EC48E0,0015,1B,7D,11,12,1,17,971075,13,00,28, 1725,33,0378,S,327627545
2021-09-07 08:23:00,00,D88039EC48E0,0015,1B,E1,11,12,1,17,971075,13,00,28, 1814,33,0378,S,327627745
2021-09-07 08:24:00,00,D88039EC48E0,0015,1B,BA,11,12,1,17,971074,13,00,28, 2037,33,0378,S,327628188
2021-09-07 08:25:00,00,D88039EC48E0,0015,1B,18,11,12,1,17,971074,13,00,28, 2343,33,0378,S,327628876
2021-09-07 08:25:00,00,D88039EC48E0,0015,1B,2D,11,12,1,17,971074,13,00,28, 2343,33,0378,S,327628916
2021-09-07 08:26:00,00,D88039EC48E0,0015,1B,54,11,12,1,17,971074,13,00,28, 2655,33,0378,S,327629508
2021-09-07 08:27:00,00,D88039EC48E0,0015,1B,87,11,12,1,17,971065,13,00,28, 2961,33,0378,S,327630118
2021-09-07 08:27:00,00,D88039EC48E0,0015,1B,AC,11,12,1,17,971065,13,00,28, 2961,33,0378,S,327630190
2021-09-07 08:28:00,00,D88039EC48E0,0015,1B,A8,11,12,1,17,971065,13,00,28, 3270,33,0378,S,327630696
2021-09-07 08:28:00,00,D88039EC48E0,0015,1B,DD,11,12,1,17,971065,13,00,28, 3323,33,0378,S,327630800
2021-09-07 08:29:00,00,D88039EC48E0,0015,1B,BF,11,12,1,17,971065,13,00,28, 3582,33,0378,S,327631249
2021-09-07 08:30:00,00,D88039EC48E0,0015,1B,BF,11,12,1,17,971074,13,00,28, 3888,33,0378,S,327631761
2021-09-07 08:31:00,00,D88039EC48E0,0015,1B,DF,11,12,1,17,971074,13,00,28, 4198,33,0378,S,327632340
2021-09-07 08:31:00,00,D88039EC48E0,0015,1B,F9,11,12,1,17,971074,13,00,28, 4198,33,0378,S,327632391
2021-09-07 08:32:00,00,D88039EC48E0,0015,1B,0B,11,12,1,17,971074,13,00,28, 4507,33,0378,S,327632937
2021-09-07 08:33:00,00,D88039EC48E0,0015,1B,78,11,12,1,17,971049,13,00,28, 4742,33,0378,S,327633672
2021-09-07 08:34:00,00,D88039EC48E0,0015,1B,EE,11,12,1,17,971049,13,00,28, 4816,33,0378,S,327633908
