RegDt,ServerId,ChargerId,Length,MessageType,SequenceNumber,DataLength,ChargeCurrent_type,ChargeCurrent,ChargeVoltage_type,ChargeVoltage,Temperature_type,Temperature,AccumulatedWatt_type,AccumulatedWatt,AccessId_type,AccessId,ElaspedTime_type,ElaspedTime,ChargerNumber_type,ChargerNumber,Send,msgId,InstantaneousPower
2021-07-21 10:16:33,00,D88039EC48E0,001C,16,18,18,02,0.0,03,19.6,04,00,05,0.0,09,35652352,0A,1,33,0378,R,287819862,0.00
2021-07-21 10:17:02,00,D88039EC48E0,001C,16,19,18,02,186.0,03,38.5,04,00,05,29.0,09,35652352,0A,31,33,0378,R,287820121,7.16
2021-07-21 10:18:47,00,D88039EC48E0,001C,16,20,18,02,0.0,03,25.9,04,00,05,0.0,09,52429568,0A,1,33,0378,R,287821000,0.00
2021-07-21 10:18:53,00,D88039EC48E0,001C,16,21,18,02,10.0,03,37.59,04,00,05,1.99,09,52429568,0A,8,33,0378,R,287821048,0.38
2021-07-21 10:19:16,00,D88039EC48E0,001C,16,22,18,02,156.0,03,38.5,04,00,05,27.99,09,52429568,0A,31,33,0378,R,287821236,6.01
2021-07-21 10:20:00,00,D88039EC48E0,001C,16,24,18,02,153.0,03,38.7,04,00,05,102.99,09,52429568,0A,115,33,0378,R,287821635,5.92
2021-07-21 10:20:16,00,D88039EC48E0,001C,16,25,18,02,152.0,03,38.7,04,00,05,125.0,09,52429568,0A,131,33,0378,R,287821747,5.88
2021-07-21 10:21:00,00,D88039EC48E0,001C,16,26,18,02,153.0,03,38.8,04,00,05,201.99,09,52429568,0A,215,33,0378,R,287822114,5.94
2021-07-21 10:22:00,00,D88039EC48E0,001C,16,27,18,02,154.0,03,39.0,04,00,05,301.99,09,52429568,0A,315,33,0378,R,287822615,6.01
2021-07-21 10:23:00,00,D88039EC48E0,001C,16,28,18,02,155.0,03,39.09,04,00,05,402.99,09,52429568,0A,415,33,0378,R,287823117,6.06
2021-07-21 10:28:20,00,D88039EC48E0,001C,16,0B,18,02,0.0,03,0.0,04,00,05,0.0,09,85984000,0A,1,33,0378,R,287825992,0.00
2021-07-21 10:28:49,00,D88039EC48E0,001C,16,0C,18,02,150.0,03,39.0,04,00,05,27.99,09,85984000,0A,31,33,0378,R,287826240,5.85
2021-07-21 10:29:12,00,D88039EC48E0,001C,16,0E,18,02,151.0,03,39.09,04,00,05,66.99,09,85984000,0A,54,33,0378,R,287826409,5.90
2021-07-21 10:29:49,00,D88039EC48E0,001C,16,0F,18,02,153.0,03,39.3,04,00,05,125.99,09,85984000,0A,131,33,0378,R,287826751,6.01
2021-07-21 10:30:12,00,D88039EC48E0,001C,16,10,18,02,153.0,03,39.3,04,00,05,166.99,09,85984000,0A,154,33,0378,R,287826952,6.01
2021-07-21 10:31:11,00,D88039EC48E0,001C,16,11,18,02,154.0,03,39.5,04,00,05,268.0,09,85984000,0A,253,33,0378,R,287827419,6.08
2021-07-21 10:34:06,00,D88039EC48E0,001C,16,17,18,02,0.0,03,0.0,04,00,05,0.0,09,153092864,0A,1,33,0378,R,287828989,0.00
2021-07-21 10:34:35,00,D88039EC48E0,001C,16,18,18,02,208.0,03,37.3,04,00,05,29.0,09,153092864,0A,31,33,0378,R,287829246,7.76
2021-07-21 10:34:48,00,D88039EC48E0,001C,16,19,18,02,208.0,03,37.4,04,00,05,58.0,09,153092864,0A,43,33,0378,R,287829392,7.78
2021-07-21 10:35:33,00,D88039EC48E0,001C,16,1B,18,02,208.0,03,37.8,04,00,05,158.0,09,153092864,0A,129,33,0378,R,287829836,7.86
2021-07-21 10:35:35,00,D88039EC48E0,001C,16,1C,18,02,208.0,03,37.8,04,00,05,159.99,09,153092864,0A,131,33,0378,R,287829853,7.86
2021-07-21 10:36:18,00,D88039EC48E0,001C,16,1D,18,02,208.0,03,38.0,04,00,05,256.99,09,153092864,0A,214,33,0378,R,287830177,7.90
2021-07-21 10:37:04,00,D88039EC48E0,001C,16,1E,18,02,209.0,03,38.09,04,00,05,358.0,09,153092864,0A,300,33,0378,R,287830591,7.96
2021-07-21 10:37:13,00,D88039EC48E0,001C,16,1F,18,02,209.0,03,38.2,04,00,05,372.0,09,153092864,0A,309,33,0378,R,287830657,7.98
2021-07-21 10:45:57,00,D88039EC48E0,001C,16,27,18,02,0.0,03,3.5,04,00,05,0.0,09,203424512,0A,1,33,0378,R,287835164,0.00
2021-07-21 10:46:25,00,D88039EC48E0,001C,16,28,18,02,191.0,03,37.59,04,00,05,27.99,09,203424512,0A,31,33,0378,R,287835382,7.18
2021-07-21 10:46:50,00,D88039EC48E0,001C,16,2A,18,02,192.0,03,37.8,04,00,05,77.99,09,203424512,0A,56,33,0378,R,287835611,7.26
2021-07-21 10:47:25,00,D88039EC48E0,001C,16,2B,18,02,193.0,03,38.0,04,00,05,148.99,09,203424512,0A,131,33,0378,R,287835891,7.33
2021-07-21 10:47:28,00,D88039EC48E0,001C,16,2C,18,02,193.0,03,38.0,04,00,05,148.99,09,203424512,0A,134,33,0378,R,287835915,7.33
2021-07-21 10:58:07,00,D88039EC48E0,001C,16,32,18,02,0.0,03,1.6,04,00,05,0.0,09,253756160,0A,1,33,0378,R,287841442,0.00
2021-07-21 10:58:31,00,D88039EC48E0,001C,16,33,18,02,191.0,03,37.7,04,00,05,19.99,09,253756160,0A,26,33,0378,R,287841683,7.20
2021-07-21 10:58:36,00,D88039EC48E0,001C,16,34,18,02,191.0,03,37.7,04,00,05,29.99,09,253756160,0A,31,33,0378,R,287841718,7.20
2021-07-21 10:59:21,00,D88039EC48E0,001C,16,36,18,02,193.0,03,38.09,04,00,05,120.99,09,253756160,0A,116,33,0378,R,287842107,7.35
2021-07-21 10:59:36,00,D88039EC48E0,001C,16,37,18,02,193.0,03,38.2,04,00,05,151.99,09,253756160,0A,131,33,0378,R,287842249,7.37
2021-07-21 11:00:09,00,D88039EC48E0,001C,16,38,18,02,193.0,03,38.3,04,00,05,219.99,09,253756160,0A,204,33,0378,R,287842551,7.39
