RegDt,ServerId,ChargerId,Length,MessageType,SequenceNumber,DataLength,AccessId_type,AccessId,RequireCurrent_type,RequireCurrent,RequireWatt_type,RequireWatt,ChargingTime_type,ChargingTime,StartDelay_type,StartDelay,UserConfirm_type,UserConfirm,ChargerNumber_type,ChargerNumber
2021-09-07 10:57:54,00,D88039EC686C,001A,05,B2,16,09,3519349504,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-07 16:54:22,00,D88039EC686C,001A,05,B2,16,09,2965766912,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-08 09:56:20,00,D88039EC686C,001A,05,68,16,09,2361983744,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-08 19:55:02,00,D88039EC686C,001A,05,B1,16,09,2647327488,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-08 21:06:55,00,D88039EC686C,001A,05,60,16,09,399246080,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-09 06:57:48,00,D88039EC686C,001A,05,F4,16,09,1238172416,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-09 10:53:42,00,D88039EC686C,001A,05,42,16,09,3217883904,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-09 18:28:09,00,D88039EC686C,001A,05,42,16,09,701432576,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-09 20:09:01,00,D88039EC686C,001A,05,D5,16,09,3603890944,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-10 15:42:03,00,D88039EC686C,001A,05,BE,16,09,3083993856,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-11 14:49:13,00,D88039EC686C,001A,05,DE,16,09,2815820544,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-11 17:00:11,00,D88039EC686C,001A,05,79,16,09,651625216,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-12 22:35:45,00,D88039EC686C,001A,05,C8,16,09,568132352,18,00,20,20000.0,06,43200,07,0,26,00,33,0405
2021-09-14 17:13:29,00,D88039EC686C,001A,05,A9,16,09,1256391424,18,00,20,20000.0,06,43200,07,0,26,00,33,0405
2021-09-15 09:12:32,00,D88039EC686C,001A,05,97,16,09,1256588032,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-15 16:21:21,00,D88039EC686C,001A,05,C9,16,09,1759970048,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-15 20:16:08,00,D88039EC686C,001A,05,81,16,09,3118990080,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-16 12:35:42,00,D88039EC686C,001A,05,B1,16,09,2515206912,18,00,20,20000.0,06,43200,07,0,26,00,33,0405
2021-09-16 18:43:15,00,D88039EC686C,001A,05,6D,16,09,4025221888,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-17 18:43:38,00,D88039EC686C,001A,05,BE,16,09,452133632,18,00,20,20000.0,06,43200,07,0,26,00,33,0405
2021-09-18 10:13:57,00,D88039EC686C,001A,05,17,16,09,3203728128,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-18 10:29:17,00,D88039EC686C,001A,05,5C,16,09,3405054720,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-18 19:02:59,00,D88039EC686C,001A,05,C5,16,09,2616656640,18,00,20,20000.0,06,43200,07,0,26,00,33,0405
2021-09-19 16:47:15,00,D88039EC686C,001A,05,C9,16,09,3120169728,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-19 18:35:52,00,D88039EC686C,001A,05,3A,16,09,1190855424,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-19 23:00:13,00,D88039EC686C,001A,05,1F,16,09,2533098240,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-20 16:15:53,00,D88039EC686C,001A,05,FF,16,09,1174274816,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-20 17:38:22,00,D88039EC686C,001A,05,87,16,09,2382234368,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-21 13:49:45,00,D88039EC686C,001A,05,18,16,09,3774874624,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-21 15:18:39,00,D88039EC686C,001A,05,31,16,09,822150144,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-22 16:45:34,00,D88039EC686C,001A,05,B2,16,09,3154379776,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
