ServerId,ChargerId,Length,MessageType,SequenceNumber,DataLength,DeviceStatus_type,DeviceStatus,AccessId_type,AccessId,ChargerNumber_type,ChargerNumber,RegDt,Send,msgId
00,D88039EC48E0,000E,15,36,0A,01,0A,09,842203904,33,0378,2021-07-27 15:22:05,R,292648289
00,D88039EC48E0,000E,15,37,0A,01,0A,09,842203904,33,0378,2021-07-27 15:32:05,R,292653765
00,D88039EC48E0,000E,15,38,0A,01,0A,09,842203904,33,0378,2021-07-27 15:42:05,R,292659144
00,D88039EC48E0,000E,15,39,0A,01,1C,09,842203904,33,0378,2021-07-27 15:50:04,R,292663515
00,D88039EC48E0,000E,15,3A,0A,01,02,09,2989687552,33,0378,2021-07-27 15:50:29,R,292663738
00,D88039EC48E0,000E,15,3D,0A,01,02,09,2989687552,33,0378,2021-07-27 15:51:15,R,292664104
00,D88039EC48E0,000E,15,47,0A,01,02,09,2989687552,33,0378,2021-07-27 15:56:15,R,292666877
00,D88039EC48E0,000E,15,5A,0A,01,02,09,2989687552,33,0378,2021-07-27 16:06:15,R,292672318
00,D88039EC48E0,000E,15,6E,0A,01,02,09,2989687552,33,0378,2021-07-27 16:16:15,R,292677677
00,D88039EC48E0,000E,15,77,0A,01,02,09,2989687552,33,0378,2021-07-27 16:26:16,R,292683059
00,D88039EC48E0,000E,15,7A,0A,01,07,09,2989687552,33,0378,2021-07-27 16:27:11,R,292683578
00,D88039EC48E0,000E,15,7B,0A,01,0A,09,2989687552,33,0378,2021-07-27 16:27:13,R,292683611
00,D88039EC48E0,000E,15,7C,0A,01,1C,09,2989687552,33,0378,2021-07-27 16:27:15,R,292683638
00,D88039EC48E0,000E,15,7D,0A,01,0A,09,2989687552,33,0378,2021-07-27 16:27:17,R,292683657
00,D88039EC48E0,000E,15,7E,0A,01,0A,09,2989687552,33,0378,2021-07-27 16:37:18,R,292689101
00,D88039EC48E0,000E,15,7F,0A,01,0A,09,2989687552,33,0378,2021-07-27 16:47:18,R,292694455
00,D88039EC48E0,000E,15,80,0A,01,0A,09,2989687552,33,0378,2021-07-27 16:57:18,R,292699895
00,D88039EC48E0,000E,15,81,0A,01,0A,09,2989687552,33,0378,2021-07-27 17:07:18,R,292705349
00,D88039EC48E0,000E,15,82,0A,01,0A,09,2989687552,33,0378,2021-07-27 17:17:18,R,292710824
00,D88039EC48E0,000E,15,83,0A,01,0A,09,2989687552,33,0378,2021-07-27 17:27:18,R,292716280
00,D88039EC48E0,000E,15,84,0A,01,0A,09,2989687552,33,0378,2021-07-27 17:37:18,R,292721727
00,D88039EC48E0,000E,15,85,0A,01,0A,09,2989687552,33,0378,2021-07-27 17:47:19,R,292727221
00,D88039EC48E0,000E,15,86,0A,01,0A,09,2989687552,33,0378,2021-07-27 17:57:19,R,292732690
00,D88039EC48E0,000E,15,87,0A,01,0A,09,2989687552,33,0378,2021-07-27 18:07:19,R,292738240
00,D88039EC48E0,000E,15,88,0A,01,0A,09,2989687552,33,0378,2021-07-27 18:17:19,R,292743819
00,D88039EC48E0,000E,15,89,0A,01,0A,09,2989687552,33,0378,2021-07-27 18:27:19,R,292749476
00,D88039EC48E0,000E,15,8A,0A,01,0A,09,2989687552,33,0378,2021-07-27 18:37:19,R,292755164
00,D88039EC48E0,000E,15,8B,0A,01,0A,09,2989687552,33,0378,2021-07-27 18:47:19,R,292760833
00,D88039EC48E0,000E,15,8C,0A,01,0A,09,2989687552,33,0378,2021-07-27 18:57:19,R,292766520
00,D88039EC48E0,000E,15,8D,0A,01,0A,09,2989687552,33,0378,2021-07-27 19:07:19,R,292772279
00,D88039EC48E0,000E,15,8E,0A,01,0A,09,2989687552,33,0378,2021-07-27 19:17:19,R,292778045
00,D88039EC48E0,000E,15,8F,0A,01,0A,09,2989687552,33,0378,2021-07-27 19:27:19,R,292783796
00,D88039EC48E0,000E,15,90,0A,01,0A,09,2989687552,33,0378,2021-07-27 19:37:19,R,292789603
00,D88039EC48E0,000E,15,91,0A,01,0A,09,2989687552,33,0378,2021-07-27 19:47:19,R,292795442
00,D88039EC48E0,000E,15,92,0A,01,0A,09,2989687552,33,0378,2021-07-27 19:57:19,R,292801239
00,D88039EC48E0,000E,15,93,0A,01,0A,09,2989687552,33,0378,2021-07-27 20:07:20,R,292807013
00,D88039EC48E0,000E,15,94,0A,01,0A,09,2989687552,33,0378,2021-07-27 20:17:20,R,292812825
00,D88039EC48E0,000E,15,95,0A,01,0A,09,2989687552,33,0378,2021-07-27 20:27:20,R,292818690
00,D88039EC48E0,000E,15,96,0A,01,0A,09,2989687552,33,0378,2021-07-27 20:37:20,R,292824499
00,D88039EC48E0,000E,15,97,0A,01,0A,09,2989687552,33,0378,2021-07-27 20:47:20,R,292830380
00,D88039EC48E0,000E,15,98,0A,01,0A,09,2989687552,33,0378,2021-07-27 20:57:20,R,292836166
00,D88039EC48E0,000E,15,99,0A,01,0A,09,2989687552,33,0378,2021-07-27 21:07:20,R,292841908
00,D88039EC48E0,000E,15,9A,0A,01,0A,09,2989687552,33,0378,2021-07-27 21:17:20,R,292847717
00,D88039EC48E0,000E,15,9B,0A,01,0A,09,2989687552,33,0378,2021-07-27 21:27:20,R,292853613
00,D88039EC48E0,000E,15,9C,0A,01,0A,09,2989687552,33,0378,2021-07-27 21:37:20,R,292859495
00,D88039EC48E0,000E,15,9D,0A,01,0A,09,2989687552,33,0378,2021-07-27 21:47:20,R,292865314
00,D88039EC48E0,000E,15,9E,0A,01,0A,09,2989687552,33,0378,2021-07-27 21:57:20,R,292871164
00,D88039EC48E0,000E,15,9F,0A,01,0A,09,2989687552,33,0378,2021-07-27 22:07:20,R,292877026
00,D88039EC48E0,000E,15,A0,0A,01,0A,09,2989687552,33,0378,2021-07-27 22:17:20,R,292882836
00,D88039EC48E0,000E,15,A1,0A,01,0A,09,2989687552,33,0378,2021-07-27 22:27:20,R,292888661
00,D88039EC48E0,000E,15,A2,0A,01,0A,09,2989687552,33,0378,2021-07-27 22:37:21,R,292894516
00,D88039EC48E0,000E,15,A3,0A,01,0A,09,2989687552,33,0378,2021-07-27 22:47:21,R,292900352
00,D88039EC48E0,000E,15,A4,0A,01,0A,09,2989687552,33,0378,2021-07-27 22:57:21,R,292906199
00,D88039EC48E0,000E,15,A5,0A,01,0A,09,2989687552,33,0378,2021-07-27 23:07:21,R,292912024
00,D88039EC48E0,000E,15,A6,0A,01,0A,09,2989687552,33,0378,2021-07-27 23:17:21,R,292917803
00,D88039EC48E0,000E,15,A7,0A,01,0A,09,2989687552,33,0378,2021-07-27 23:27:21,R,292923543
00,D88039EC48E0,000E,15,A8,0A,01,0A,09,2989687552,33,0378,2021-07-27 23:37:21,R,292929288
00,D88039EC48E0,000E,15,A9,0A,01,0A,09,2989687552,33,0378,2021-07-27 23:47:21,R,292934970
00,D88039EC48E0,000E,15,AA,0A,01,0A,09,2989687552,33,0378,2021-07-27 23:57:21,R,292940758
00,D88039EC48E0,000E,15,AB,0A,01,0A,09,2989687552,33,0378,2021-07-28 00:07:21,R,292946542
00,D88039EC48E0,000E,15,AC,0A,01,0A,09,2989687552,33,0378,2021-07-28 00:17:21,R,292952257
00,D88039EC48E0,000E,15,AD,0A,01,0A,09,2989687552,33,0378,2021-07-28 00:27:21,R,292957948
00,D88039EC48E0,000E,15,AE,0A,01,0A,09,2989687552,33,0378,2021-07-28 00:37:22,R,292963597
00,D88039EC48E0,000E,15,AF,0A,01,0A,09,2989687552,33,0378,2021-07-28 00:47:22,R,292969199
00,D88039EC48E0,000E,15,B0,0A,01,0A,09,2989687552,33,0378,2021-07-28 00:57:22,R,292974778
00,D88039EC48E0,000E,15,B1,0A,01,0A,09,2989687552,33,0378,2021-07-28 01:07:22,R,292980339
00,D88039EC48E0,000E,15,B2,0A,01,0A,09,2989687552,33,0378,2021-07-28 01:17:22,R,292985902
00,D88039EC48E0,000E,15,B3,0A,01,0A,09,2989687552,33,0378,2021-07-28 01:27:22,R,292991489
00,D88039EC48E0,000E,15,B4,0A,01,0A,09,2989687552,33,0378,2021-07-28 01:37:22,R,292997043
00,D88039EC48E0,000E,15,B5,0A,01,0A,09,2989687552,33,0378,2021-07-28 01:47:22,R,293002571
00,D88039EC48E0,000E,15,B6,0A,01,0A,09,2989687552,33,0378,2021-07-28 01:57:22,R,293008066
00,D88039EC48E0,000E,15,B7,0A,01,0A,09,2989687552,33,0378,2021-07-28 02:07:22,R,293013513
00,D88039EC48E0,000E,15,B8,0A,01,0A,09,2989687552,33,0378,2021-07-28 02:17:22,R,293018981
00,D88039EC48E0,000E,15,B9,0A,01,0A,09,2989687552,33,0378,2021-07-28 02:27:22,R,293024424
00,D88039EC48E0,000E,15,BA,0A,01,0A,09,2989687552,33,0378,2021-07-28 02:37:22,R,293029894
00,D88039EC48E0,000E,15,BB,0A,01,0A,09,2989687552,33,0378,2021-07-28 02:47:23,R,293035385
00,D88039EC48E0,000E,15,BC,0A,01,0A,09,2989687552,33,0378,2021-07-28 02:57:23,R,293040781
00,D88039EC48E0,000E,15,BD,0A,01,05,09,2989687552,33,0378,2021-07-28 03:01:26,R,293042972
00,D88039EC48E0,000E,15,BE,0A,01,0A,09,2989687552,33,0378,2021-07-28 03:01:30,R,293043016
00,D88039EC48E0,000E,15,BF,0A,01,0A,09,2989687552,33,0378,2021-07-28 03:11:31,R,293048518
00,D88039EC48E0,000E,15,C0,0A,01,0A,09,2989687552,33,0378,2021-07-28 03:21:31,R,293053895
00,D88039EC48E0,000E,15,C1,0A,01,0A,09,2989687552,33,0378,2021-07-28 03:31:31,R,293059309
00,D88039EC48E0,000E,15,C2,0A,01,0A,09,2989687552,33,0378,2021-07-28 03:41:31,R,293064680
00,D88039EC48E0,000E,15,C3,0A,01,0A,09,2989687552,33,0378,2021-07-28 03:51:31,R,293070073
00,D88039EC48E0,000E,15,C4,0A,01,0A,09,2989687552,33,0378,2021-07-28 04:01:31,R,293075432
00,D88039EC48E0,000E,15,C5,0A,01,0A,09,2989687552,33,0378,2021-07-28 04:11:31,R,293080810
00,D88039EC48E0,000E,15,C6,0A,01,0A,09,2989687552,33,0378,2021-07-28 04:21:31,R,293086141
00,D88039EC48E0,000E,15,C7,0A,01,0A,09,2989687552,33,0378,2021-07-28 04:31:31,R,293091441
00,D88039EC48E0,000E,15,C8,0A,01,0A,09,2989687552,33,0378,2021-07-28 04:41:31,R,293096734
00,D88039EC48E0,000E,15,C9,0A,01,0A,09,2989687552,33,0378,2021-07-28 04:51:31,R,293102068
00,D88039EC48E0,000E,15,CA,0A,01,0A,09,2989687552,33,0378,2021-07-28 05:01:32,R,293107386
00,D88039EC48E0,000E,15,CB,0A,01,0A,09,2989687552,33,0378,2021-07-28 05:11:32,R,293112708
00,D88039EC48E0,000E,15,CC,0A,01,0A,09,2989687552,33,0378,2021-07-28 05:21:32,R,293118022
00,D88039EC48E0,000E,15,CD,0A,01,0A,09,2989687552,33,0378,2021-07-28 05:31:32,R,293123361
00,D88039EC48E0,000E,15,CE,0A,01,0A,09,2989687552,33,0378,2021-07-28 05:41:32,R,293128666
00,D88039EC48E0,000E,15,CF,0A,01,0A,09,2989687552,33,0378,2021-07-28 05:51:32,R,293133992
00,D88039EC48E0,000E,15,D0,0A,01,0A,09,2989687552,33,0378,2021-07-28 06:01:32,R,293139308
00,D88039EC48E0,000E,15,D1,0A,01,0A,09,2989687552,33,0378,2021-07-28 06:11:32,R,293144637
00,D88039EC48E0,000E,15,D2,0A,01,0A,09,2989687552,33,0378,2021-07-28 06:21:32,R,293149919
00,D88039EC48E0,000E,15,D3,0A,01,0A,09,2989687552,33,0378,2021-07-28 06:31:32,R,293155245
00,D88039EC48E0,000E,15,D4,0A,01,0A,09,2989687552,33,0378,2021-07-28 06:41:32,R,293160524
00,D88039EC48E0,000E,15,D5,0A,01,0A,09,2989687552,33,0378,2021-07-28 06:51:32,R,293165783
00,D88039EC48E0,000E,15,D6,0A,01,0A,09,2989687552,33,0378,2021-07-28 07:01:33,R,293171038
00,D88039EC48E0,000E,15,D7,0A,01,0A,09,2989687552,33,0378,2021-07-28 07:11:33,R,293176338
00,D88039EC48E0,000E,15,D8,0A,01,0A,09,2989687552,33,0378,2021-07-28 07:21:33,R,293181613
00,D88039EC48E0,000E,15,D9,0A,01,0A,09,2989687552,33,0378,2021-07-28 07:31:33,R,293186976
00,D88039EC48E0,000E,15,DA,0A,01,0A,09,2989687552,33,0378,2021-07-28 07:41:33,R,293192282
00,D88039EC48E0,000E,15,DB,0A,01,0A,09,2989687552,33,0378,2021-07-28 07:51:33,R,293197625
00,D88039EC48E0,000E,15,DC,0A,01,0B,09,2989687552,33,0378,2021-07-28 07:55:04,R,293199585
00,D88039EC48E0,000E,15,DE,0A,01,0B,09,2989687552,33,0378,2021-07-28 07:55:50,R,293200019
00,D88039EC48E0,000E,15,DF,0A,01,1C,09,2989687552,33,0378,2021-07-28 07:55:52,R,293200038
00,D88039EC48E0,000E,15,E0,0A,01,02,09,607519488,33,0378,2021-07-28 07:56:16,R,293200281
00,D88039EC48E0,000E,15,E4,0A,01,02,09,607519488,33,0378,2021-07-28 07:57:01,R,293200712
00,D88039EC48E0,000E,15,EC,0A,01,02,09,607519488,33,0378,2021-07-28 08:02:01,R,293203258
00,D88039EC48E0,000E,15,F9,0A,01,02,09,607519488,33,0378,2021-07-28 08:12:02,R,293208622
00,D88039EC48E0,000E,15,03,0A,01,02,09,607519488,33,0378,2021-07-28 08:22:02,R,293213987
00,D88039EC48E0,000E,15,0B,0A,01,02,09,607519488,33,0378,2021-07-28 08:32:02,R,293219300
00,D88039EC48E0,000E,15,12,0A,01,02,09,607519488,33,0378,2021-07-28 08:42:02,R,293224802
00,D88039EC48E0,000E,15,17,0A,01,02,09,607519488,33,0378,2021-07-28 08:52:03,R,293230177
00,D88039EC48E0,000E,15,1C,0A,01,02,09,607519488,33,0378,2021-07-28 09:02:03,R,293235642
00,D88039EC48E0,000E,15,21,0A,01,07,09,607519488,33,0378,2021-07-28 09:10:36,R,293240289
00,D88039EC48E0,000E,15,22,0A,01,07,09,607519488,33,0378,2021-07-28 09:11:20,R,293240665
00,D88039EC48E0,000E,15,23,0A,01,07,09,607519488,33,0378,2021-07-28 09:16:20,R,293243444
00,D88039EC48E0,000E,15,24,0A,01,07,09,607519488,33,0378,2021-07-28 09:26:21,R,293248875
00,D88039EC48E0,000E,15,25,0A,01,0A,09,607519488,33,0378,2021-07-28 09:27:12,R,293249369
00,D88039EC48E0,000E,15,26,0A,01,0A,09,607519488,33,0378,2021-07-28 09:37:12,R,293254764
00,D88039EC48E0,000E,15,27,0A,01,0A,09,607519488,33,0378,2021-07-28 09:47:12,R,293260098
00,D88039EC48E0,000E,15,28,0A,01,0A,09,607519488,33,0378,2021-07-28 09:57:12,R,293265463
00,D88039EC48E0,000E,15,29,0A,01,0A,09,607519488,33,0378,2021-07-28 10:07:13,R,293270816
00,D88039EC48E0,000E,15,2A,0A,01,0A,09,607519488,33,0378,2021-07-28 10:17:13,R,293276168
00,D88039EC48E0,000E,15,2B,0A,01,0A,09,607519488,33,0378,2021-07-28 10:27:13,R,293281475
00,D88039EC48E0,000E,15,2C,0A,01,0A,09,607519488,33,0378,2021-07-28 10:37:13,R,293286809
00,D88039EC48E0,000E,15,2D,0A,01,0A,09,607519488,33,0378,2021-07-28 10:47:13,R,293292137
00,D88039EC48E0,000E,15,2E,0A,01,0A,09,607519488,33,0378,2021-07-28 10:57:13,R,293297496
00,D88039EC48E0,000E,15,2F,0A,01,0A,09,607519488,33,0378,2021-07-28 11:07:13,R,293302871
00,D88039EC48E0,000E,15,30,0A,01,0A,09,607519488,33,0378,2021-07-28 11:17:13,R,293308226
00,D88039EC48E0,000E,15,31,0A,01,0A,09,607519488,33,0378,2021-07-28 11:27:13,R,293313619
00,D88039EC48E0,000E,15,32,0A,01,0A,09,607519488,33,0378,2021-07-28 11:37:13,R,293318978
00,D88039EC48E0,000E,15,33,0A,01,0A,09,607519488,33,0378,2021-07-28 11:47:13,R,293324311
00,D88039EC48E0,000E,15,34,0A,01,1C,09,607519488,33,0378,2021-07-28 11:51:49,R,293326686
00,D88039EC48E0,000E,15,35,0A,01,02,09,2536899328,33,0378,2021-07-28 11:52:15,R,293326947
00,D88039EC48E0,000E,15,39,0A,01,02,09,2536899328,33,0378,2021-07-28 11:53:01,R,293327371
00,D88039EC48E0,000E,15,41,0A,01,02,09,2536899328,33,0378,2021-07-28 11:58:01,R,293330139
00,D88039EC48E0,000E,15,4F,0A,01,07,09,2536899328,33,0378,2021-07-28 12:06:09,R,293334500
00,D88039EC48E0,000E,15,50,0A,01,0A,09,2536899328,33,0378,2021-07-28 12:06:15,R,293334567
00,D88039EC48E0,000E,15,51,0A,01,0A,09,2536899328,33,0378,2021-07-28 12:16:16,R,293339985
00,D88039EC48E0,000E,15,52,0A,01,0A,09,2536899328,33,0378,2021-07-28 12:26:16,R,293345388
00,D88039EC48E0,000E,15,53,0A,01,0A,09,2536899328,33,0378,2021-07-28 12:36:16,R,293350773
00,D88039EC48E0,000E,15,54,0A,01,0A,09,2536899328,33,0378,2021-07-28 12:46:16,R,293356180
00,D88039EC48E0,000E,15,55,0A,01,0A,09,2536899328,33,0378,2021-07-28 12:56:16,R,293361599
00,D88039EC48E0,000E,15,56,0A,01,0A,09,2536899328,33,0378,2021-07-28 13:06:16,R,293367038
00,D88039EC48E0,000E,15,57,0A,01,0A,09,2536899328,33,0378,2021-07-28 13:16:17,R,293372427
00,D88039EC48E0,000E,15,58,0A,01,0A,09,2536899328,33,0378,2021-07-28 13:26:17,R,293377914
00,D88039EC48E0,000E,15,59,0A,01,0A,09,2536899328,33,0378,2021-07-28 13:36:17,R,293383367
00,D88039EC48E0,000E,15,5A,0A,01,0A,09,2536899328,33,0378,2021-07-28 13:46:17,R,293388827
00,D88039EC48E0,000E,15,5B,0A,01,0A,09,2536899328,33,0378,2021-07-28 13:56:17,R,293394238
00,D88039EC48E0,000E,15,5C,0A,01,0A,09,2536899328,33,0378,2021-07-28 14:06:17,R,293399623
00,D88039EC48E0,000E,15,5D,0A,01,0A,09,2536899328,33,0378,2021-07-28 14:16:17,R,293404969
00,D88039EC48E0,000E,15,5E,0A,01,0A,09,2536899328,33,0378,2021-07-28 14:26:18,R,293410366
00,D88039EC48E0,000E,15,5F,0A,01,0A,09,2536899328,33,0378,2021-07-28 14:36:18,R,293415939
00,D88039EC48E0,000E,15,60,0A,01,0A,09,2536899328,33,0378,2021-07-28 14:46:18,R,293421346
00,D88039EC48E0,000E,15,61,0A,01,0A,09,2536899328,33,0378,2021-07-28 14:56:18,R,293426743
00,D88039EC48E0,000E,15,62,0A,01,0A,09,2536899328,33,0378,2021-07-28 15:06:18,R,293432185
00,D88039EC48E0,000E,15,63,0A,01,0A,09,2536899328,33,0378,2021-07-28 15:16:18,R,293437614
00,D88039EC48E0,000E,15,64,0A,01,0A,09,2536899328,33,0378,2021-07-28 15:26:18,R,293443048
00,D88039EC48E0,000E,15,65,0A,01,0A,09,2536899328,33,0378,2021-07-28 15:36:18,R,293448498
00,D88039EC48E0,000E,15,66,0A,01,0A,09,2536899328,33,0378,2021-07-28 15:46:18,R,293453868
00,D88039EC48E0,000E,15,67,0A,01,0A,09,2536899328,33,0378,2021-07-28 15:56:19,R,293459389
00,D88039EC48E0,000E,15,68,0A,01,0A,09,2536899328,33,0378,2021-07-28 16:06:19,R,293464903
00,D88039EC48E0,000E,15,69,0A,01,0A,09,2536899328,33,0378,2021-07-28 16:16:19,R,293470290
00,D88039EC48E0,000E,15,6A,0A,01,0A,09,2536899328,33,0378,2021-07-28 16:26:19,R,293475655
00,D88039EC48E0,000E,15,6B,0A,01,1C,09,2536899328,33,0378,2021-07-28 16:30:46,R,293478022
00,D88039EC48E0,000E,15,6C,0A,01,02,09,1077347072,33,0378,2021-07-28 16:31:15,R,293478262
00,D88039EC48E0,000E,15,6F,0A,01,02,09,1077347072,33,0378,2021-07-28 16:32:00,R,293478663
00,D88039EC48E0,000E,15,74,0A,01,02,09,1077347072,33,0378,2021-07-28 16:37:00,R,293481449
00,D88039EC48E0,000E,15,7C,0A,01,02,09,1077347072,33,0378,2021-07-28 16:47:01,R,293486934
00,D88039EC48E0,000E,15,82,0A,01,02,09,1077347072,33,0378,2021-07-28 16:57:01,R,293492486
00,D88039EC48E0,000E,15,88,0A,01,02,09,1077347072,33,0378,2021-07-28 17:07:01,R,293497975
00,D88039EC48E0,000E,15,8E,0A,01,02,09,1077347072,33,0378,2021-07-28 17:17:01,R,293503531
00,D88039EC48E0,000E,15,93,0A,01,02,09,1077347072,33,0378,2021-07-28 17:27:02,R,293509011
00,D88039EC48E0,000E,15,98,0A,01,02,09,1077347072,33,0378,2021-07-28 17:37:02,R,293514624
00,D88039EC48E0,000E,15,9B,0A,01,0A,09,1077347072,33,0378,2021-07-28 17:39:45,R,293516075
00,D88039EC48E0,000E,15,9C,0A,01,0A,09,1077347072,33,0378,2021-07-28 17:49:46,R,293521615
00,D88039EC48E0,000E,15,9D,0A,01,0A,09,1077347072,33,0378,2021-07-28 17:59:46,R,293527091
00,D88039EC48E0,000E,15,9E,0A,01,0A,09,1077347072,33,0378,2021-07-28 18:09:46,R,293532654
00,D88039EC48E0,000E,15,9F,0A,01,0A,09,1077347072,33,0378,2021-07-28 18:19:46,R,293538282
00,D88039EC48E0,000E,15,A0,0A,01,0A,09,1077347072,33,0378,2021-07-28 18:29:46,R,293543881
00,D88039EC48E0,000E,15,A1,0A,01,0A,09,1077347072,33,0378,2021-07-28 18:39:46,R,293549516
00,D88039EC48E0,000E,15,A2,0A,01,0A,09,1077347072,33,0378,2021-07-28 18:49:47,R,293555266
00,D88039EC48E0,000E,15,A3,0A,01,0A,09,1077347072,33,0378,2021-07-28 18:59:47,R,293561053
00,D88039EC48E0,000E,15,A4,0A,01,0A,09,1077347072,33,0378,2021-07-28 19:09:47,R,293566754
00,D88039EC48E0,000E,15,A5,0A,01,0A,09,1077347072,33,0378,2021-07-28 19:19:47,R,293572536
00,D88039EC48E0,000E,15,A6,0A,01,0A,09,1077347072,33,0378,2021-07-28 19:29:47,R,293578414
00,D88039EC48E0,000E,15,A7,0A,01,0A,09,1077347072,33,0378,2021-07-28 19:39:47,R,293584285
00,D88039EC48E0,000E,15,A8,0A,01,0A,09,1077347072,33,0378,2021-07-28 19:49:47,R,293590073
00,D88039EC48E0,000E,15,A9,0A,01,0A,09,1077347072,33,0378,2021-07-28 19:59:48,R,293595901
00,D88039EC48E0,000E,15,AA,0A,01,0A,09,1077347072,33,0378,2021-07-28 20:09:48,R,293601753
00,D88039EC48E0,000E,15,AB,0A,01,0A,09,1077347072,33,0378,2021-07-28 20:19:48,R,293607635
00,D88039EC48E0,000E,15,AC,0A,01,0A,09,1077347072,33,0378,2021-07-28 20:29:48,R,293613600
00,D88039EC48E0,000E,15,AD,0A,01,0A,09,1077347072,33,0378,2021-07-28 20:39:48,R,293619423
00,D88039EC48E0,000E,15,AE,0A,01,0A,09,1077347072,33,0378,2021-07-28 20:49:48,R,293625300
00,D88039EC48E0,000E,15,AF,0A,01,0A,09,1077347072,33,0378,2021-07-28 20:59:48,R,293631173
00,D88039EC48E0,000E,15,B0,0A,01,0A,09,1077347072,33,0378,2021-07-28 21:09:48,R,293637076
00,D88039EC48E0,000E,15,B1,0A,01,0A,09,1077347072,33,0378,2021-07-28 21:19:48,R,293642908
00,D88039EC48E0,000E,15,B2,0A,01,0A,09,1077347072,33,0378,2021-07-28 21:29:49,R,293648779
00,D88039EC48E0,000E,15,B3,0A,01,0A,09,1077347072,33,0378,2021-07-28 21:39:49,R,293654619
00,D88039EC48E0,000E,15,B4,0A,01,0A,09,1077347072,33,0378,2021-07-28 21:49:49,R,293660480
00,D88039EC48E0,000E,15,B5,0A,01,0A,09,1077347072,33,0378,2021-07-28 21:59:49,R,293666281
00,D88039EC48E0,000E,15,B5,0A,01,0A,09,1077347072,33,0378,2021-07-28 21:59:54,R,293666337
00,D88039EC48E0,000E,15,B6,0A,01,0A,09,1077347072,33,0378,2021-07-28 22:09:49,R,293672174
00,D88039EC48E0,000E,15,B7,0A,01,0A,09,1077347072,33,0378,2021-07-28 22:19:49,R,293677970
00,D88039EC48E0,000E,15,B8,0A,01,0A,09,1077347072,33,0378,2021-07-28 22:29:49,R,293683836
00,D88039EC48E0,000E,15,B9,0A,01,0A,09,1077347072,33,0378,2021-07-28 22:39:49,R,293689639
00,D88039EC48E0,000E,15,BA,0A,01,0A,09,1077347072,33,0378,2021-07-28 22:49:49,R,293695409
00,D88039EC48E0,000E,15,BB,0A,01,0A,09,1077347072,33,0378,2021-07-28 22:59:50,R,293701274
00,D88039EC48E0,000E,15,BC,0A,01,0A,09,1077347072,33,0378,2021-07-28 23:09:50,R,293707269
00,D88039EC48E0,000E,15,BD,0A,01,0A,09,1077347072,33,0378,2021-07-28 23:19:50,R,293713208
00,D88039EC48E0,000E,15,BE,0A,01,0A,09,1077347072,33,0378,2021-07-28 23:29:50,R,293718991
00,D88039EC48E0,000E,15,BF,0A,01,0A,09,1077347072,33,0378,2021-07-28 23:39:50,R,293724715
00,D88039EC48E0,000E,15,C0,0A,01,0A,09,1077347072,33,0378,2021-07-28 23:49:50,R,293730486
00,D88039EC48E0,000E,15,C1,0A,01,0A,09,1077347072,33,0378,2021-07-28 23:59:50,R,293736258
00,D88039EC48E0,000E,15,C2,0A,01,0A,09,1077347072,33,0378,2021-07-29 00:09:51,R,293741993
00,D88039EC48E0,000E,15,C3,0A,01,0A,09,1077347072,33,0378,2021-07-29 00:19:51,R,293747675
00,D88039EC48E0,000E,15,C4,0A,01,0A,09,1077347072,33,0378,2021-07-29 00:29:51,R,293753342
00,D88039EC48E0,000E,15,C5,0A,01,0A,09,1077347072,33,0378,2021-07-29 00:39:51,R,293758978
00,D88039EC48E0,000E,15,C6,0A,01,0A,09,1077347072,33,0378,2021-07-29 00:49:51,R,293764668
00,D88039EC48E0,000E,15,C7,0A,01,0A,09,1077347072,33,0378,2021-07-29 00:59:51,R,293770349
00,D88039EC48E0,000E,15,C8,0A,01,0A,09,1077347072,33,0378,2021-07-29 01:09:51,R,293775990
00,D88039EC48E0,000E,15,C9,0A,01,0A,09,1077347072,33,0378,2021-07-29 01:19:51,R,293781657
00,D88039EC48E0,000E,15,CA,0A,01,0A,09,1077347072,33,0378,2021-07-29 01:29:52,R,293787260
00,D88039EC48E0,000E,15,CB,0A,01,0A,09,1077347072,33,0378,2021-07-29 01:39:52,R,293792936
00,D88039EC48E0,000E,15,CC,0A,01,0A,09,1077347072,33,0378,2021-07-29 01:49:52,R,293798571
00,D88039EC48E0,000E,15,CD,0A,01,0A,09,1077347072,33,0378,2021-07-29 01:59:52,R,293804128
00,D88039EC48E0,000E,15,CE,0A,01,0A,09,1077347072,33,0378,2021-07-29 02:09:52,R,293809679
00,D88039EC48E0,000E,15,CF,0A,01,0A,09,1077347072,33,0378,2021-07-29 02:19:52,R,293815218
00,D88039EC48E0,000E,15,D0,0A,01,0A,09,1077347072,33,0378,2021-07-29 02:29:52,R,293820766
00,D88039EC48E0,000E,15,D1,0A,01,0A,09,1077347072,33,0378,2021-07-29 02:39:52,R,293826302
00,D88039EC48E0,000E,15,D2,0A,01,0A,09,1077347072,33,0378,2021-07-29 02:49:53,R,293831851
00,D88039EC48E0,000E,15,D3,0A,01,0A,09,1077347072,33,0378,2021-07-29 02:59:53,R,293837389
00,D88039EC48E0,000E,15,D4,0A,01,05,09,1077347072,33,0378,2021-07-29 03:01:26,R,293838354
00,D88039EC48E0,000E,15,D5,0A,01,0A,09,1077347072,33,0378,2021-07-29 03:01:30,R,293838400
00,D88039EC48E0,000E,15,D6,0A,01,0A,09,1077347072,33,0378,2021-07-29 03:11:31,R,293843965
