ServerId,ChargerId,Length,MessageType,SequenceNumber,DataLength,DeviceStatus_type,DeviceStatus,AccessId_type,AccessId,ChargerNumber_type,ChargerNumber,RegDt,Send,msgId
00,D88039EC48E0,000E,15,46,0A,01,02,09,387973888,33,0378,2021-07-21 11:17:48,R,287851707
00,D88039EC48E0,000E,15,4E,0A,01,02,09,387973888,33,0378,2021-07-21 11:22:49,R,287854219
00,D88039EC48E0,000E,15,59,0A,01,02,09,387973888,33,0378,2021-07-21 11:32:50,R,287859406
00,D88039EC48E0,000E,15,61,0A,01,02,09,387973888,33,0378,2021-07-21 11:42:50,R,287864626
00,D88039EC48E0,000E,15,68,0A,01,07,09,387973888,33,0378,2021-07-21 11:49:56,R,287868393
00,D88039EC48E0,000E,15,69,0A,01,07,09,387973888,33,0378,2021-07-21 11:50:40,R,287868734
00,D88039EC48E0,000E,15,6A,0A,01,0D,09,387973888,33,0378,2021-07-21 11:50:42,R,287868750
00,D88039EC48E0,000E,15,6B,0A,01,0A,09,387973888,33,0378,2021-07-21 11:50:44,R,287868766
00,D88039EC48E0,000E,15,6C,0A,01,0A,09,387973888,33,0378,2021-07-21 11:50:46,R,287868781
00,D88039EC48E0,000E,15,6D,0A,01,0A,09,387973888,33,0378,2021-07-21 12:00:44,R,287873987
00,D88039EC48E0,000E,15,6E,0A,01,0A,09,387973888,33,0378,2021-07-21 12:10:44,R,287879173
00,D88039EC48E0,000E,15,6F,0A,01,1C,09,387973888,33,0378,2021-07-21 12:19:03,R,287883532
00,D88039EC48E0,000E,15,70,0A,01,0B,09,387973888,33,0378,2021-07-21 12:19:08,R,287883564
00,D88039EC48E0,000E,15,71,0A,01,0A,09,387973888,33,0378,2021-07-21 12:19:53,R,287883968
00,D88039EC48E0,000E,15,72,0A,01,1C,09,387973888,33,0378,2021-07-21 12:20:16,R,287884156
00,D88039EC48E0,000E,15,73,0A,01,02,09,824181504,33,0378,2021-07-21 12:20:41,R,287884367
00,D88039EC48E0,000E,15,75,0A,01,0A,09,824181504,33,0378,2021-07-21 12:21:09,R,287884608
00,D88039EC48E0,000E,15,76,0A,01,0B,09,824181504,33,0378,2021-07-21 12:21:27,R,287884742
00,D88039EC48E0,000E,15,77,0A,01,1C,09,824181504,33,0378,2021-07-21 12:21:43,R,287884907
00,D88039EC48E0,000E,15,78,0A,01,02,09,840958720,33,0378,2021-07-21 12:22:07,R,287885123
