ChargerId,RegDt,Send,msg,msgId
801F1263B190,2021-09-06 23:24:30,R,   00 80 1F 12 63 B1 90 00    0E 15 63 0A 01 0A 09 E1    C1 03 00 33 03 05 8A    ,327305560
801F1263B190,2021-09-06 23:24:31,S,   00 80 1F 12 63 B1 90 00    0B 1A DA 07 12 00 13 00    33 03 05 A5             ,327305573
801F1263B190,2021-09-06 23:34:30,R,   00 80 1F 12 63 B1 90 00    0E 15 64 0A 01 0A 09 E1    C1 03 00 33 03 05 89    ,327311958
801F1263B190,2021-09-06 23:34:31,S,   00 80 1F 12 63 B1 90 00    0B 1A 61 07 12 00 13 00    33 03 05 1E             ,327311973
801F1263B190,2021-09-06 23:44:31,R,   00 80 1F 12 63 B1 90 00    0E 15 65 0A 01 0A 09 E1    C1 03 00 33 03 05 88    ,327318359
801F1263B190,2021-09-06 23:44:32,S,   00 80 1F 12 63 B1 90 00    0B 1A EF 07 12 00 13 00    33 03 05 90             ,327318375
801F1263B190,2021-09-06 23:54:31,R,   00 80 1F 12 63 B1 90 00    0E 15 66 0A 01 0A 09 E1    C1 03 00 33 03 05 87    ,327324754
801F1263B190,2021-09-06 23:54:32,S,   00 80 1F 12 63 B1 90 00    0B 1A 74 07 12 00 13 00    33 03 05 0B             ,327324771
801F1263B190,2021-09-07 00:04:32,R,   00 80 1F 12 63 B1 90 00    0E 15 67 0A 01 0A 09 E1    C1 03 00 33 03 05 86    ,327331114
801F1263B190,2021-09-07 00:04:33,S,   00 80 1F 12 63 B1 90 00    0B 1A E7 07 12 00 13 00    33 03 05 98             ,327331131
801F1263B190,2021-09-07 00:14:32,R,   00 80 1F 12 63 B1 90 00    0E 15 68 0A 01 0A 09 E1    C1 03 00 33 03 05 85    ,327337433
801F1263B190,2021-09-07 00:14:33,S,   00 80 1F 12 63 B1 90 00    0B 1A 46 07 12 00 13 00    33 03 05 39             ,327337453
801F1263B190,2021-09-07 00:24:32,R,   00 80 1F 12 63 B1 90 00    0E 15 69 0A 01 0A 09 E1    C1 03 00 33 03 05 84    ,327343684
801F1263B190,2021-09-07 00:24:33,S,   00 80 1F 12 63 B1 90 00    0B 1A 83 07 12 00 13 00    33 03 05 FC             ,327343701
801F1263B190,2021-09-07 00:34:33,R,   00 80 1F 12 63 B1 90 00    0E 15 6A 0A 01 0A 09 E1    C1 03 00 33 03 05 83    ,327349889
801F1263B190,2021-09-07 00:34:34,S,   00 80 1F 12 63 B1 90 00    0B 1A A8 07 12 00 13 00    33 03 05 D7             ,327349904
801F1263B190,2021-09-07 00:44:33,R,   00 80 1F 12 63 B1 90 00    0E 15 6B 0A 01 0A 09 E1    C1 03 00 33 03 05 82    ,327356042
801F1263B190,2021-09-07 00:44:34,S,   00 80 1F 12 63 B1 90 00    0B 1A AE 07 12 00 13 00    33 03 05 D1             ,327356055
801F1263B190,2021-09-07 00:54:34,R,   00 80 1F 12 63 B1 90 00    0E 15 6C 0A 01 0A 09 E1    C1 03 00 33 03 05 81    ,327362201
801F1263B190,2021-09-07 00:54:35,S,   00 80 1F 12 63 B1 90 00    0B 1A BB 07 12 00 13 00    33 03 05 C4             ,327362210
801F1263B190,2021-09-07 01:04:34,R,   00 80 1F 12 63 B1 90 00    0E 15 6D 0A 01 0A 09 E1    C1 03 00 33 03 05 80    ,327368274
801F1263B190,2021-09-07 01:04:35,S,   00 80 1F 12 63 B1 90 00    0B 1A 9B 07 12 00 13 00    33 03 05 E4             ,327368285
801F1263B190,2021-09-07 01:14:35,R,   00 80 1F 12 63 B1 90 00    0E 15 6E 0A 01 0A 09 E1    C1 03 00 33 03 05 7F    ,327374346
801F1263B190,2021-09-07 01:14:36,S,   00 80 1F 12 63 B1 90 00    0B 1A 79 07 12 00 13 00    33 03 05 06             ,327374357
801F1263B190,2021-09-07 01:24:35,R,   00 80 1F 12 63 B1 90 00    0E 15 6F 0A 01 0A 09 E1    C1 03 00 33 03 05 7E    ,327380423
801F1263B190,2021-09-07 01:24:36,S,   00 80 1F 12 63 B1 90 00    0B 1A 5A 07 12 00 13 00    33 03 05 25             ,327380432
801F1263B190,2021-09-07 01:34:35,R,   00 80 1F 12 63 B1 90 00    0E 15 70 0A 01 0A 09 E1    C1 03 00 33 03 05 7D    ,327386511
801F1263B190,2021-09-07 01:34:36,S,   00 80 1F 12 63 B1 90 00    0B 1A 42 07 12 00 13 00    33 03 05 3D             ,327386519
801F1263B190,2021-09-07 01:44:36,R,   00 80 1F 12 63 B1 90 00    0E 15 71 0A 01 0A 09 E1    C1 03 00 33 03 05 7C    ,327392623
801F1263B190,2021-09-07 01:44:37,S,   00 80 1F 12 63 B1 90 00    0B 1A 38 07 12 00 13 00    33 03 05 47             ,327392631
801F1263B190,2021-09-07 01:54:36,R,   00 80 1F 12 63 B1 90 00    0E 15 72 0A 01 0A 09 E1    C1 03 00 33 03 05 7B    ,327398672
801F1263B190,2021-09-07 01:54:37,S,   00 80 1F 12 63 B1 90 00    0B 1A 0B 07 12 00 13 00    33 03 05 74             ,327398677
801F1263B190,2021-09-07 02:04:37,R,   00 80 1F 12 63 B1 90 00    0E 15 73 0A 01 0A 09 E1    C1 03 00 33 03 05 7A    ,327404656
801F1263B190,2021-09-07 02:04:38,S,   00 80 1F 12 63 B1 90 00    0B 1A BF 07 12 00 13 00    33 03 05 C0             ,327404662
801F1263B190,2021-09-07 02:14:37,R,   00 80 1F 12 63 B1 90 00    0E 15 74 0A 01 0A 09 E1    C1 03 00 33 03 05 79    ,327410691
801F1263B190,2021-09-07 02:14:38,S,   00 80 1F 12 63 B1 90 00    0B 1A 8E 07 12 00 13 00    33 03 05 F1             ,327410702
801F1263B190,2021-09-07 02:24:37,R,   00 80 1F 12 63 B1 90 00    0E 15 75 0A 01 0A 09 E1    C1 03 00 33 03 05 78    ,327416675
801F1263B190,2021-09-07 02:24:38,S,   00 80 1F 12 63 B1 90 00    0B 1A 42 07 12 00 13 00    33 03 05 3D             ,327416690
801F1263B190,2021-09-07 02:34:38,R,   00 80 1F 12 63 B1 90 00    0E 15 76 0A 01 0A 09 E1    C1 03 00 33 03 05 77    ,327422693
801F1263B190,2021-09-07 02:34:39,S,   00 80 1F 12 63 B1 90 00    0B 1A 06 07 12 00 13 00    33 03 05 79             ,327422707
801F1263B190,2021-09-07 02:44:38,R,   00 80 1F 12 63 B1 90 00    0E 15 77 0A 01 0A 09 E1    C1 03 00 33 03 05 76    ,327428656
801F1263B190,2021-09-07 02:44:39,S,   00 80 1F 12 63 B1 90 00    0B 1A B2 07 12 00 13 00    33 03 05 CD             ,327428670
801F1263B190,2021-09-07 02:54:39,R,   00 80 1F 12 63 B1 90 00    0E 15 78 0A 01 0A 09 E1    C1 03 00 33 03 05 75    ,327434639
801F1263B190,2021-09-07 02:54:40,S,   00 80 1F 12 63 B1 90 00    0B 1A 66 07 12 00 13 00    33 03 05 19             ,327434655
801F1263B190,2021-09-07 03:01:20,R,   00 80 1F 12 63 B1 90 00    0E 15 79 0A 01 05 09 E1    C1 03 00 33 03 05 79    ,327438609
801F1263B190,2021-09-07 03:01:21,S,   00 80 1F 12 63 B1 90 00    0B 1A 26 07 12 00 13 00    33 03 05 59             ,327438616
801F1263B190,2021-09-07 03:01:24,R,   00 80 1F 12 63 B1 90 00    0E 15 7A 0A 01 0A 09 E1    C1 03 00 33 03 05 73    ,327438649
801F1263B190,2021-09-07 03:01:25,S,   00 80 1F 12 63 B1 90 00    0B 1A 3D 07 12 00 13 00    33 03 05 42             ,327438664
801F1263B190,2021-09-07 03:11:25,R,   00 80 1F 12 63 B1 90 00    0E 15 7B 0A 01 0A 09 E1    C1 03 00 33 03 05 72    ,327444702
801F1263B190,2021-09-07 03:11:26,S,   00 80 1F 12 63 B1 90 00    0B 1A 0F 07 12 00 13 00    33 03 05 70             ,327444712
801F1263B190,2021-09-07 03:21:25,R,   00 80 1F 12 63 B1 90 00    0E 15 7C 0A 01 0A 09 E1    C1 03 00 33 03 05 71    ,327450663
801F1263B190,2021-09-07 03:21:26,S,   00 80 1F 12 63 B1 90 00    0B 1A B7 07 12 00 13 00    33 03 05 C8             ,327450676
801F1263B190,2021-09-07 03:31:25,R,   00 80 1F 12 63 B1 90 00    0E 15 7D 0A 01 0A 09 E1    C1 03 00 33 03 05 70    ,327456595
801F1263B190,2021-09-07 03:31:26,S,   00 80 1F 12 63 B1 90 00    0B 1A 50 07 12 00 13 00    33 03 05 2F             ,327456607
801F1263B190,2021-09-07 03:41:26,R,   00 80 1F 12 63 B1 90 00    0E 15 7E 0A 01 0A 09 E1    C1 03 00 33 03 05 6F    ,327462472
801F1263B190,2021-09-07 03:41:27,S,   00 80 1F 12 63 B1 90 00    0B 1A CE 07 12 00 13 00    33 03 05 B1             ,327462484
801F1263B190,2021-09-07 03:51:26,R,   00 80 1F 12 63 B1 90 00    0E 15 7F 0A 01 0A 09 E1    C1 03 00 33 03 05 6E    ,327468447
801F1263B190,2021-09-07 03:51:27,S,   00 80 1F 12 63 B1 90 00    0B 1A 7F 07 12 00 13 00    33 03 05 00             ,327468456
801F1263B190,2021-09-07 04:01:27,R,   00 80 1F 12 63 B1 90 00    0E 15 80 0A 01 0A 09 E1    C1 03 00 33 03 05 6D    ,327474340
801F1263B190,2021-09-07 04:01:28,S,   00 80 1F 12 63 B1 90 00    0B 1A 03 07 12 00 13 00    33 03 05 7C             ,327474348
801F1263B190,2021-09-07 04:11:27,R,   00 80 1F 12 63 B1 90 00    0E 15 81 0A 01 0A 09 E1    C1 03 00 33 03 05 6C    ,327480218
801F1263B190,2021-09-07 04:11:28,S,   00 80 1F 12 63 B1 90 00    0B 1A 7F 07 12 00 13 00    33 03 05 00             ,327480223
801F1263B190,2021-09-07 04:21:28,R,   00 80 1F 12 63 B1 90 00    0E 15 82 0A 01 0A 09 E1    C1 03 00 33 03 05 6B    ,327486063
801F1263B190,2021-09-07 04:21:29,S,   00 80 1F 12 63 B1 90 00    0B 1A EC 07 12 00 13 00    33 03 05 93             ,327486071
801F1263B190,2021-09-07 04:31:28,R,   00 80 1F 12 63 B1 90 00    0E 15 83 0A 01 0A 09 E1    C1 03 00 33 03 05 6A    ,327491925
801F1263B190,2021-09-07 04:31:29,S,   00 80 1F 12 63 B1 90 00    0B 1A 62 07 12 00 13 00    33 03 05 1D             ,327491934
801F1263B190,2021-09-07 04:41:28,R,   00 80 1F 12 63 B1 90 00    0E 15 84 0A 01 0A 09 E1    C1 03 00 33 03 05 69    ,327497783
