RegDt,ServerId,ChargerId,Length,MessageType,SequenceNumber,DataLength,AccessId_type,AccessId,RequireCurrent_type,RequireCurrent,RequireWatt_type,RequireWatt,ChargingTime_type,ChargingTime,StartDelay_type,StartDelay,UserConfirm_type,UserConfirm,ChargerNumber_type,ChargerNumber
2021-07-21 10:16:08,00,D88039EC48E0,001A,05,79,16,09,35652352,18,00,20,391.08,06,43200,07,0,26,00,33,0378
2021-07-21 10:18:23,00,D88039EC48E0,001A,05,B8,16,09,52429568,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-21 10:27:56,00,D88039EC48E0,001A,05,7F,16,09,85984000,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-21 10:33:42,00,D88039EC48E0,001A,05,49,16,09,153092864,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-21 10:45:33,00,D88039EC48E0,001A,05,77,16,09,203424512,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-21 10:57:41,00,D88039EC48E0,001A,05,B3,16,09,253756160,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-21 11:16:40,00,D88039EC48E0,001A,05,10,16,09,387973888,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-21 12:20:18,00,D88039EC48E0,001A,05,B9,16,09,824181504,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-21 12:21:45,00,D88039EC48E0,001A,05,33,16,09,840958720,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-21 12:26:05,00,D88039EC48E0,001A,05,EE,16,09,891290368,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-21 12:30:12,00,D88039EC48E0,001A,05,F9,16,09,924844800,18,00,20,7821.66,06,43200,07,0,26,00,33,0378
2021-07-21 12:42:12,00,D88039EC48E0,001A,05,13,16,09,991953664,18,00,20,787.16,06,43200,07,0,26,00,33,0378
2021-07-21 12:47:11,00,D88039EC48E0,001A,05,4E,16,09,1042285312,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-21 15:12:47,00,D88039EC48E0,001A,05,CE,16,09,2166358784,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-21 16:10:05,00,D88039EC48E0,001A,05,DE,16,09,2720006912,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-21 18:25:37,00,D88039EC48E0,001A,05,F9,16,09,723583744,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-21 20:03:43,00,D88039EC48E0,001A,05,C3,16,09,3038839552,18,00,20,3240.19,06,43200,07,0,26,00,33,0378
2021-07-22 08:04:24,00,D88039EC48E0,001A,05,D5,16,09,4146201344,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-22 09:16:48,00,D88039EC48E0,001A,05,4C,16,09,673383168,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-22 14:31:26,00,D88039EC48E0,001A,05,33,16,09,3206742784,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-22 15:15:16,00,D88039EC48E0,001A,05,62,16,09,3559064320,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-22 15:59:28,00,D88039EC48E0,001A,05,46,16,09,4012049152,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-23 08:14:51,00,D88039EC48E0,001A,05,AE,16,09,1629881088,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-23 09:42:38,00,D88039EC48E0,001A,05,90,16,09,2703622912,18,00,20,4205.75,06,43200,07,0,26,00,33,0378
2021-07-23 10:28:56,00,D88039EC48E0,001A,05,19,16,09,3123053312,18,00,20,3882.23,06,43200,07,0,26,00,33,0378
2021-07-23 12:07:54,00,D88039EC48E0,001A,05,72,16,09,3878028032,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-23 14:09:04,00,D88039EC48E0,001A,05,BD,16,09,707199744,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-23 15:13:55,00,D88039EC48E0,001A,05,55,16,09,1462174464,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-23 16:32:34,00,D88039EC48E0,001A,05,5A,16,09,2233926400,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-24 09:41:46,00,D88039EC48E0,001A,05,C0,16,09,103416576,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-24 09:44:12,00,D88039EC48E0,001A,05,5D,16,09,120193792,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-24 11:15:51,00,D88039EC48E0,001A,05,E6,16,09,808059648,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-26 08:36:11,00,D88039EC48E0,001A,05,9F,16,09,1362035456,18,00,20,323.52,06,43200,07,0,26,00,33,0378
2021-07-26 14:14:22,00,D88039EC48E0,001A,05,74,16,09,36700928,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-26 15:13:56,00,D88039EC48E0,001A,05,90,16,09,741344000,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-26 20:12:30,00,D88039EC48E0,001A,05,C1,16,09,2805007104,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-27 07:05:01,00,D88039EC48E0,001A,05,6B,16,09,3073508096,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-27 08:18:33,00,D88039EC48E0,001A,05,04,16,09,3576824576,18,00,20,9710.59,06,43200,07,0,26,00,33,0378
2021-07-27 09:41:01,00,D88039EC48E0,001A,05,D5,16,09,271778560,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-27 11:30:29,00,D88039EC48E0,001A,05,70,16,09,842203904,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-27 15:50:06,00,D88039EC48E0,001A,05,61,16,09,2989687552,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-28 07:55:54,00,D88039EC48E0,001A,05,3E,16,09,607519488,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-28 11:51:51,00,D88039EC48E0,001A,05,11,16,09,2536899328,18,00,20,2269.31,06,43200,07,0,26,00,33,0378
2021-07-28 16:30:48,00,D88039EC48E0,001A,05,22,16,09,1077347072,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-29 13:38:55,00,D88039EC48E0,001A,05,22,16,09,1043989248,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-29 15:34:29,00,D88039EC48E0,001A,05,B0,16,09,1849295616,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-29 15:50:53,00,D88039EC48E0,001A,05,59,16,09,2050622208,18,00,20,20000.0,06,43200,07,0,26,00,33,0378
2021-07-29 16:45:02,00,D88039EC48E0,001A,05,86,16,09,2855928576,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-29 18:16:23,00,D88039EC48E0,001A,05,8D,16,09,339411712,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
2021-07-29 18:17:09,00,D88039EC48E0,001A,05,92,16,09,339411712,18,00,20,30000.0,06,43200,07,0,26,00,33,0378
