ChargerId,RegDt,Send,msg,msgId
D88039EC48E0,2021-07-21 10:16:34,S,00D88039EC48E000151BED111201170098C41300282020202030330378C8,287819879
D88039EC48E0,2021-07-21 10:17:03,S,00D88039EC48E000151B6F111201170098C413002820202037343303782B,287820134
D88039EC48E0,2021-07-21 10:18:48,S,00D88039EC48E000151B27111201172DC6C0130028202020203033037837,287821010
D88039EC48E0,2021-07-21 10:18:54,S,00D88039EC48E000151B3E111201172DC6C013002820202020353303781B,287821060
D88039EC48E0,2021-07-21 10:19:17,S,00D88039EC48E000151B9E111201172DC6C01300282020203732330378A7,287821246
D88039EC48E0,2021-07-21 10:20:01,S,00D88039EC48E000151B66111201172DC6C01300282020323633330378CD,287821647
D88039EC48E0,2021-07-21 10:20:17,S,00D88039EC48E000151B9E111201172DC6C013002820203332303303789B,287821756
D88039EC48E0,2021-07-21 10:21:01,S,00D88039EC48E000151B53111201172DC6C01300282020353136330378DF,287822118
D88039EC48E0,2021-07-21 10:22:01,S,00D88039EC48E000151B4E1112011711E909130028202037373233037890,287822623
D88039EC48E0,2021-07-21 10:23:01,S,00D88039EC48E000151B4B1112011711E90913002820313033303303788F,287823126
D88039EC48E0,2021-07-21 10:28:21,S,00D88039EC48E000151BEB111201172DC6C0130028202020203033037873,287825999
D88039EC48E0,2021-07-21 10:28:50,S,00D88039EC48E000151B66111201172DC6C01300282020203732330378DF,287826247
D88039EC48E0,2021-07-21 10:29:13,S,00D88039EC48E000151BBB111201172DC6C013002820203137313303787A,287826421
D88039EC48E0,2021-07-21 10:29:50,S,00D88039EC48E000151B66111201172DC6C01300282020333232330378D1,287826757
D88039EC48E0,2021-07-21 10:30:13,S,00D88039EC48E000151BCB1112011711E8FC130028202034323733037824,287826959
D88039EC48E0,2021-07-21 10:31:12,S,00D88039EC48E000151BB41112011711E8FC130028202036383533037835,287827431
D88039EC48E0,2021-07-21 10:34:07,S,00D88039EC48E000151BC9111201172DC6C0130028202020203033037895,287829001
D88039EC48E0,2021-07-21 10:34:36,S,00D88039EC48E000151B49111201172DC6C01300282020203734330378FA,287829256
